Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Sara B., Otman A., Haimoudi E.K.","New learning approach for unsupervised neural networks model with application to agriculture field",2020,"International Journal of Advanced Computer Science and Applications","10.14569/IJACSA.2020.0110548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085748740&doi=10.14569%2fIJACSA.2020.0110548&partnerID=40&md5=452541b1fe75a29d25935b301b6d633e","An acurate and lower cost hybrid machine learning algorithm based on a combination of Kohonen-Self Organizing Map (SOM) and Gram-Schmidt (GSHM) algorithm was proposed, to enhance the crop yield prediction and to increase the agricultural production. The combination of GSHM and SOM allows to withdraw the most informative components about our data, by overcoming correlation issues between input data prior to the training process. The improved hybrid algorithm was trained firstly on data that have a correlation problem, and it was compared with another hybrid model based on SOM and Principal Component Analysis (PCA), secondly, it was trained using selected soil parameters related to the atmosphere (e.g. pH, nitrogen, phosphate, potassium, depth, temperature, and rainfall). A comparative study with the standard SOM was conducted. The improved Kohonen-Self Organizing Map when applied to correlated data, demonstrated better results in terms of classification accuracy (8/8), and rapidity = 0.015s compared to a classification accuracy (7/8) and a rapidity = 97,828 s using SOM combined with PCA. Moreover, the proposed algorithm resulted in better results for crop prediction in terms of maximum iteration number of 675, mean error ≤0.00022, and rapidity = 18.422s versus an iteration number of 729, mean error ≤ 0.000916 and rapidity= 23.707s with the standard SOM. The proposed algorithm allowed us to overcome correlation issues, and to improve the classification, learning process, and rapidity, with the potential to apply for predicting crop yield in the agricultural field. © 2020 Science and Information Organization.","Agriculture field; Crop yield prediction; Gram-schmidt algorithm; Kohonen-self organizing map; Principal component analysis","Conformal mapping; Crops; Forecasting; Iterative methods; Learning algorithms; Machine learning; Self organizing maps; Agriculture field; Classification accuracy; Crop yield; Crop yield prediction; Gram-Schmidt algorithms; Iteration numbers; Kohonen self-organizing maps; Principal-component analysis; Self-organizing-maps; Yield prediction; Principal component analysis",Article,Scopus
"Liu Y., Wang S., Chen J., Chen B., Wang X., Hao D., Sun L.","Rice Yield Prediction and Model Interpretation Based on Satellite and Climatic Indicators Using a Transformer Method",2022,"Remote Sensing","10.3390/rs14195045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139943688&doi=10.3390%2frs14195045&partnerID=40&md5=dff3341bef99ca9921e483d4e788434d","As the second largest rice producer, India contributes about 20% of the world’s rice production. Timely, accurate, and reliable rice yield prediction in India is crucial for global food security and health issues. Deep learning models have achieved excellent performances in predicting crop yield. However, the interpretation of deep learning models is still rare. In this study, we proposed a transformer-based model, Informer, to predict rice yield across the Indian Indo-Gangetic Plains by integrating time-series satellite data, environmental variables, and rice yield records from 2001 to 2016. The results showed that Informer had better performance (R2 = 0.81, RMSE = 0.41 t/ha) than four other machine learning and deep learning models for end-of-season prediction. For within-season prediction, the Informer model could achieve stable performances (R2 ≈ 0.78) after late September, which indicated that the optimal prediction could be achieved 2 months before rice maturity. In addition, we interpreted the prediction models by evaluating the input feature importance and analyzing hidden features. The evaluation of feature importance indicated that NIRV was the most critical factor, while intervals 6 (mid-August) and 12 (mid-November) were the key periods for rice yield prediction. The hidden feature analysis demonstrated that the attention-based long short-term memory (AtLSTM) model accumulated the information of each growth period, while the Informer model focused on the information around intervals 5 to 6 (August) and 11 to 12 (November). Our findings provided a reliable and simple framework for crop yield prediction and a new perspective for explaining the internal mechanism of deep learning models. © 2022 by the authors.","attention; crop yield prediction; deep learning; feature importance; remote sensing","Crops; Deep learning; Food supply; Learning systems; Remote sensing; Attention; Crop yield; Crop yield prediction; Deep learning; Feature importance; Learning models; Performance; Remote-sensing; Rice yield; Yield prediction; Forecasting",Article,Scopus
"Ziliani M.G., Altaf M.U., Aragon B., Houborg R., Franz T.E., Lu Y., Sheffield J., Hoteit I., McCabe M.F.","INTRA-FIELD CROP YIELD VARIABILITY BY ASSIMILATING CUBESAT LAI IN THE APSIM CROP MODEL",2022,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","10.5194/isprs-archives-XLIII-B3-2022-1045-2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131946117&doi=10.5194%2fisprs-archives-XLIII-B3-2022-1045-2022&partnerID=40&md5=cfbcc7d3a2f9e50655acd87ce6a84af7","Predicting within-field crop yield early in the season can help address crop production challenges to improve farmers' economic return. While yield prediction with remote sensing has been a research aim for years, it is only recently that observations with the suited spatial and temporal resolutions have become accessible to improve crop yield predictions. Here we developed a yield prediction framework that integrates daily high-resolution (3 m) CubeSat imagery into the APSIM crop model. The approach trains a regression model that correlates simulated yield to simulated leaf area index (LAI) from APSIM. That relationship is then employed to determine the optimum date at which the regression best predicts yield from the LAI. Additionally, our approach can forecast crop yield by utilizing a particle filter to assimilate CubeSat-based LAI in the model APSIM to generate yield maps at 3 m several weeks before the optimum regression date. Our method was evaluated for a rainfed site located in the US Corn belt, using a collection of spatially varying yield data. The proposed approach does not need in situ data to rain the regression, with outcomes reporting that even with a single assimilation step, accurate yield predictions were provided up to 21 days before the optimum regression date. The spatial variability of crop yield was reproduced fairly well, with a good correlation against in situ measurements (R2 Combining double low line 0.73 and RMSE Combining double low line 1.69), demonstrating that high-resolution yield predictions early in the season have great potential to meet and improve upon digital agricultural goals. © Authors 2022","APSIM; Crop modeling; Crop yield prediction; CubeSat; LAI; Particle filter","Crops; Cultivation; Forecasting; Regression analysis; Remote sensing; APSIM; Crop modeling; Crop yield; Crop yield prediction; Cubesat; Field crops; High resolution; Leaf Area Index; Particle filter; Yield prediction; Monte Carlo methods",Conference Paper,Scopus
"Khalil Z.H., Abdullaev S.M.","Neural network for grain yield predicting based multispectral satellite imagery: Comparative study",2021,"Procedia Computer Science","10.1016/j.procs.2021.04.146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112687285&doi=10.1016%2fj.procs.2021.04.146&partnerID=40&md5=b3db112bb21903ec1fa0237ac25c3d25","Estimations of crop yield predictions are vital in the management of agronomical matters. Such Agronomical issues affecting agriculture include agricultural management, national food policies, as well as the international crop trade-which is under the mandate of Food agriculture organization (FAO). Also, an increase in food demand due to the ever-growing population has contributed to the cultivation of large tracts of land. Thus has led to the evolution of diverse methods as well as systems deployed for prediction of crop yield including the application of satellite images. Satellite techniques are utilized due to their capacity to continuously cover large areas while providing accurate estimations of crop yields. In this context of crop yield estimations, the vegetation indices provided by the satellite sensors, as well as land surface variables such as weather elements, soil moisture, hydrological conditions, soil fertility, and fertilizer application is used. Where the convenience of data acquisition and high prediction accuracy is mandatory, many empirical models based on machine learning techniques were employed and the most successful methodology applied was the neural network. The neural network data input varied in the form of normalized histograms of a multi-spectral image bands, normalized vegetation index, absorbed active photosynthetic radiation, canopy surface, and environmental factors. Our findings indicate that the rapid advances in satellite technologies and ML techniques will provide affordable and comprehensive solutions for accurate grain prediction. Many remote sensing researches for yield estimation is needed to adjust and develop the existing methods for more accurate grain crop prediction. © 2021 Elsevier B.V.. All rights reserved.","crop yield prediction; machine learning; multispectral satellite imagery; Neural network; vegetation index","Crops; Cultivation; Data acquisition; Grain (agricultural product); Machine learning; Neural networks; Remote sensing; Satellite imagery; Soil moisture; Spectroscopy; Vegetation; Comparatives studies; Crop yield; Crop yield prediction; Elsevier; Grain yield; Machine-learning; Multispectral satellite imagery; Neural-networks; Vegetation index; Yield estimation; Forecasting",Conference Paper,Scopus
"Joshua V., Priyadharson S.M., Kannadasan R.","Exploration of machine learning approaches for paddy yield prediction in eastern part of Tamilnadu",2021,"Agronomy","10.3390/agronomy11102068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117780425&doi=10.3390%2fagronomy11102068&partnerID=40&md5=132b3199743d883547407e426773b495","Agriculture is the principal basis of livelihood that acts as a mainstay of any country. There are several changes faced by the farmers due to various factors such as water shortage, undefined price owing to demand–supply, weather uncertainties, and inaccurate crop prediction. The prediction of crop yield, notably paddy yield, is an intricate assignment owing to its dependency on several factors such as crop genotype, environmental factors, management practices, and their interactions. Researchers are used to predicting the paddy yield using statistical approaches, but they failed to attain higher accuracy due to several factors. Therefore, machine learning methods such as support vector regression (SVR), general regression neural networks (GRNNs), radial basis functional neural networks (RBFNNs), and back-propagation neural networks (BPNNs) are demonstrated to predict the paddy yield accurately for the Cauvery Delta Zone (CDZ), which lies in the eastern part of Tamil Nadu, South India. The performance of each developed model is examined using assessment metrics such as coefficient of determination (R2 ), root mean square error (RMSE), mean absolute error (MAE), mean squared error (MSE), mean absolute percentage error (MAPE), coefficient of variance (CV), and normalized mean squared error (NMSE). The observed results show that the GRNN algorithm delivers superior evaluation metrics such as R2, RMSE, MAE, MSE, MAPE, CV, and NSME values about 0.9863, 0.2295 and 0.1290, 0.0526, 1.3439, 0.0255, and 0.0136, respectively, which ensures accurate crop yield prediction compared with other methods. Finally, the performance of the GRNN model is compared with other available models from several studies in the literature, and it is found to be high while comparing the prediction accuracy using evaluation metrics. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Artificial neural network (ANN); Crop yield prediction; General regression neural networks (GRNNs); Machine learning algorithm",,Article,Scopus
"Maddala V.K.S., Jayarajan K., Braveen M., Walia R., Krishna P., Ponnusamy S., Kaliyaperumal K.","Multisensor Data and Cross-Validation Technique for Merging Temporal Images for the Agricultural Performance Monitoring System",2022,"Journal of Food Quality","10.1155/2022/9575423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128683810&doi=10.1155%2f2022%2f9575423&partnerID=40&md5=fda83bb3e087c89036538288d6b6e0e8","Many approaches for crop yield prediction were analyzed by countries using remote sensing data, but the information obtained was less successful due to insufficient data gathered due to climatic variables and poor image resolution. As a result, current crop yield estimation methods are obsolete and no longer useful. Several attempts have been made to overcome these difficulties by combining high precision remote sensing images. Furthermore, such remote sensing-based working models are better suited to extraterrestrial farmers and homogeneous agricultural areas. The development of this innovative framework was prompted by a scarcity of high-quality satellite imagery. This intelligent strategy is based on a new theoretical framework that employs the energy equation to improve crop yield predictions. This method was used to collect input from multiple farmers in order to validate the observation. The proposed technique's excellent reliability on crop yield prediction is compared and contrasted between crop yield prediction and actual production in different areas, and meaningful observations are provided. © 2022 Venkata Kanaka Srivani Maddala et al.",,"Crops; Forecasting; Image resolution; Remote sensing; 'current; Climatic variables; Crop yield; Cross-validation technique; Data validation; Multi-sensor data; Performance monitoring systems; Remote sensing data; Temporal images; Yield prediction; Satellite imagery",Article,Scopus
"Sun J., Di L., Sun Z., Shen Y., Lai Z.","County-level soybean yield prediction using deep CNN-LSTM model",2019,"Sensors (Switzerland)","10.3390/s19204363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073105002&doi=10.3390%2fs19204363&partnerID=40&md5=84114e71df5c8420644b5ed606c37723","Yield prediction is of great significance for yield mapping, crop market planning, crop insurance, and harvest management. Remote sensing is becoming increasingly important in crop yield prediction. Based on remote sensing data, great progress has been made in this field by using machine learning, especially the Deep Learning (DL) method, including Convolutional Neural Network (CNN) or Long Short-Term Memory (LSTM). Recent experiments in this area suggested that CNN can explore more spatial features and LSTM has the ability to reveal phenological characteristics, which both play an important role in crop yield prediction. However, very few experiments combining these two models for crop yield prediction have been reported. In this paper, we propose a deep CNN-LSTM model for both end-of-season and in-season soybean yield prediction in CONUS at the county-level. The model was trained by crop growth variables and environment variables, which include weather data, MODIS Land Surface Temperature (LST) data, and MODIS Surface Reflectance (SR) data; historical soybean yield data were employed as labels. Based on the Google Earth Engine (GEE), all these training data were combined and transformed into histogram-based tensors for deep learning. The results of the experiment indicate that the prediction performance of the proposed CNN-LSTM model can outperform the pure CNN or LSTM model in both end-of-season and in-season. The proposed method shows great potential in improving the accuracy of yield prediction for other crops like corn, wheat, and potatoes at fine scales in the future. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","CNN-LSTM; County-level; Google Earth Engine; Soybean; Yield prediction","Crops; Deep learning; Engines; Forecasting; Land surface temperature; Radiometers; Remote sensing; CNN-LSTM; County level; Google earths; Soybean; Yield prediction; Long short-term memory; article; convolutional neural network; deep learning; harvest; histogram; long short term memory network; nonhuman; plant growth; potato; prediction; season; soybean; weather; wheat",Article,Scopus
"Meng L., Liu H., Ustin S.L., Zhang X.","Predicting maize yield at the plot scale of different fertilizer systems by multi-source data and machine learning methods",2021,"Remote Sensing","10.3390/rs13183760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115344970&doi=10.3390%2frs13183760&partnerID=40&md5=69aea73739ce1c228783842ddbe6f904","Timely and reliable maize yield prediction is essential for the agricultural supply chain and food security. Previous studies using either climate or satellite data or both to build empirical or statistical models have prevailed for decades. However, to what extent climate and satellite data can improve yield prediction is still unknown. In addition, fertilizer information may also improve crop yield prediction, especially in regions with different fertilizer systems, such as cover crop, min-eral fertilizer, or compost. Machine learning (ML) has been widely and successfully applied in crop yield prediction. Here, we attempted to predict maize yield from 1994 to 2007 at the plot scale by integrating multi-source data, including monthly climate data, satellite data (i.e., vegetation indices (VIs)), fertilizer data, and soil data to explore the accuracy of different inputs to yield prediction. The results show that incorporating all of the datasets using random forests (RF) and AB (adaptive boosting) can achieve better performances in yield prediction (R2: 0.85~0.98). In addition, the com-bination of VIs, climate data, and soil data (VCS) can predict maize yield more effectively than other combinations (e.g., combinations of all data and combinations of VIs and soil data). Furthermore, we also found that including different fertilizer systems had different prediction accuracies. This paper aggregates data from multiple sources and distinguishes the effects of different fertilization scenarios on crop yield predictions. In addition, the effects of different data on crop yield were an-alyzed in this study. Our study provides a paradigm that can be used to improve yield predictions for other crops and is an important effort that combines multi-source remotely sensed and environ-mental data for maize yield prediction at the plot scale and develops timely and robust methods for maize yield prediction grown under different fertilizing systems. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Fertilizer systems; Machine learning; Maize; Yield prediction","Agricultural robots; Climate models; Composting; Crops; Decision trees; Fertilizers; Food supply; Forecasting; Satellites; Soils; Supply chains; Climate data; Crop yield; Fertilizer system; Maize; Maize yield; Multisource data; Satellite data; Soil data; Vegetation index; Yield prediction; Machine learning",Article,Scopus
"Varghese L.R., Kandasamy V.","Convolution and recurrent hybrid neural network for hevea yield prediction",2021,"Journal of ICT Research and Applications","10.5614/itbj.ict.res.appl.2021.15.2.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119604246&doi=10.5614%2fitbj.ict.res.appl.2021.15.2.6&partnerID=40&md5=1076d422d1098c59e7173d2c5433c7e7","Deep learning techniques have been used effectively for rubber crop yield prediction. A hybrid of Convolutional Neural Network (CNN) and Recurrent Neural Network (RNN) is the best technique for crop yield prediction because it can effectively handle uncertainty of features. Hence, in this paper, a hybrid CNN-RNN method is proposed to forecast Hevea yields based on environmental data in Kerala state, India. The proposed hybrid CNN-RNN method reduces the internal covariate shift of CNN by batch normalization and solves the gradient vanishing or exploding problem of RNN using LSTM with a cell activation mechanism. The proposed method has three essential characteristics: (i) it captures the time dependency of environmental factors and improves the inherent computational time; (ii) it is capable of generalizing the yield prediction under uncertain conditions without loss of prediction accuracy; (iii) combined with the back propagation and feed forward method it can reveal the extent to which samples of weather conditions and soil data conditions are suitable to provide a clear boundary between rubber yield variations. © 2021 Published by IRCS-ITB.","Convolutional neural networks; Feature selection; Recurrent neural networks; Rubber yield prediction; Weather prediction",,Article,Scopus
"Khan S.N., Li D., Maimaitijiang M.","A Geographically Weighted Random Forest Approach to Predict Corn Yield in the US Corn Belt",2022,"Remote Sensing","10.3390/rs14122843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132555393&doi=10.3390%2frs14122843&partnerID=40&md5=e0b9eac5c4dfa200d8272d1e4884502a","Crop yield prediction before the harvest is crucial for food security, grain trade, and policy making. Previously, several machine learning methods have been applied to predict crop yield using different types of variables. In this study, we propose using the Geographically Weighted Random Forest Regression (GWRFR) approach to improve crop yield prediction at the county level in the US Corn Belt. We trained the GWRFR and five other popular machine learning algorithms (Multiple Linear Regression (MLR), Partial Least Square Regression (PLSR), Support Vector Regression (SVR), Decision Tree Regression (DTR), and Random Forest Regression (RFR)) with the following different sets of features: (1) full length features; (2) vegetation indices; (3) gross primary production (GPP); (4) climate data; and (5) soil data. We compared the results of the GWRFR with those of the other five models. The results show that the GWRFR with full length features (R2 = 0.90 and RMSE = 0.764 MT/ha) outperforms other machine learning algorithms. For individual categories of features such as GPP, vegetation indices, climate, and soil features, the GWRFR also outperforms other models. The Moran’s I value of the residuals generated by GWRFR is smaller than that of other models, which shows that GWRFR can better address the spatial non-stationarity issue. The proposed method in this article can also be potentially used to improve yield prediction for other types of crops in other regions. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","corn yield; machine learning; random forests; remote sensing; spatial autocorrelation","Climate models; Crops; Decision trees; Food supply; Forecasting; Linear regression; Machine learning; Random forests; Vegetation mapping; Corn yields; Crop yield; Gross primary production; Machine learning algorithms; Machine-learning; Random forests; Remote-sensing; Spatial autocorrelations; Vegetation index; Yield prediction; Remote sensing",Article,Scopus
"Rathod S., Saha A., Patil R., Ondrasek G., Gireesh C., Anantha M.S., Rao D.V.K.N., Bandumula N., Senguttuvel P., Swarnaraj A.K., Meera S.N., Waris A., Jeyakumar P., Parmar B., Muthuraman P., Sundaram R.M.","Two-stage spatiotemporal time series modelling approach for rice yield prediction & advanced agroecosystem management",2021,"Agronomy","10.3390/agronomy11122502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121330712&doi=10.3390%2fagronomy11122502&partnerID=40&md5=2dbbf7086a53b9bf54b51e04d2f3adcd","A robust forecast of rice yields is of great importance for medium-to-long-term planning and decision-making in cereal production, from regional to national level. Incorporation of spatially correlated adjacent effects in forecasting models in general, results in accurate forecast. The Space Time Autoregressive Moving Average (STARMA) is the most popular class of model in linear spatiotemporal time series modelling. However, STARMA cannot process nonlinear spatiotemporal relationships in datasets. Alternately, Time Delay Neural Network (TDNN) is a most popular machine learning algorithm to model the nonlinear pattern in data. To overcome these limitations, two-stage STARMA approach was developed to predict rice yield in some of the most intensive national rice agroecosystems in India. The Mean Absolute Percentage Errors value of proposed STARMA-II approach is lower compared to Autoregressive Moving Average (ARIMA) and STARMA model in all examined districts, while the Diebold-Mariano test confirmed that STARMA-II model is significantly different from classical approaches. The proposed STARMA-II approach is promising alternative to classical linear and nonlinear spatiotemporal time series models for estimating mixed linear and nonlinear patterns and can be advanced tool for mid-to-long-term sustainable planning and management of crop yields and patterns in agroecosystems, i.e., food supply and demand from local to regional levels. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","ARIMA; Crop yield prediction; Spatiotemporal time series; STARMA; TDNN; Two-stage STARMA",,Article,Scopus
"Zhou W., Guan K., Peng B., Wang Z., Fu R., Li B., Ainsworth E.A., DeLucia E., Zhao L., Chen Z.","A generic risk assessment framework to evaluate historical and future climate-induced risk for rainfed corn and soybean yield in the U.S. Midwest",2021,"Weather and Climate Extremes","10.1016/j.wace.2021.100369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112557386&doi=10.1016%2fj.wace.2021.100369&partnerID=40&md5=f8e908f02d10ed9079a46c03bebbbdfe","Fluctuations in temperature and precipitation are expected to increase with global climate change, with more frequent, more intense and longer-lasting extreme events, posing greater challenges for the security of global food production. Here we proposed a generic framework to assess the impact of climate-induced crop yield risk under both current and future scenarios by combining a stochastic model for synthetic climate generation with a well-validated statistical crop yield model. The synthetic climate patterns were generated using the extended Empirical Orthogonal Function method based on historically observed and projected climate conditions. We applied our framework to assess the corn and soybean yield risk in the U.S. Midwest for historical and future climate conditions. We found that: (1) in the U.S. Midwest, about 45% and 40% of the interannual variability in corn and soybean yield, respectively, can be explained by the climate; (2) the risk level is higher in the southwest and northwest regions of the U.S. Midwest corresponding to 25% yield reduction for both corn and soybean compared to other regions; (3) the severity for the 1988 and 2012 major droughts quantified by our method represent 21-year and 30-year events for corn, and 7-year and 12-year events for soybean, respectively; (4) the crop yield risk will increase under a future climate scenario (i.e., Representative Concentration Pathway 8.5 or RCP 8.5 at 2050) compared with the current climate condition, with averaged yield decreases and yield variability increases for both corn and soybean. The framework and the results of this study enable applications for risk management policies and practices for the agriculture sectors. © 2021 The Authors","Climate change; Crop yield prediction; Rainfed corn; Rainfed soybean; Risk assessment; Synthetic climate generation; U.S. Midwest","climate change; crop yield; historical perspective; maize; risk assessment; soybean; yield response; Midwest; United States; Glycine max",Article,Scopus
"Piekutowska M., Niedbała G., Piskier T., Lenartowicz T., Pilarski K., Wojciechowski T., Pilarska A.A., Czechowska-Kosacka A.","The application of multiple linear regression and artificial neural network models for yield prediction of very early potato cultivars before harvest",2021,"Agronomy","10.3390/agronomy11050885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106532565&doi=10.3390%2fagronomy11050885&partnerID=40&md5=20e50fa8ef1f2075f8d8ce08697935e0","Yield forecasting is a rational and scientific way of predicting future occurrences in agriculture—the level of production effects. Its main purpose is reducing the risk in the decision-making process affecting the yield in terms of quantity and quality. The aim of the following study was to generate a linear and non-linear model to forecast the tuber yield of three very early potato cultivars: Arielle, Riviera, and Viviana. In order to achieve the set goal of the study, data from the period 2010–2017 were collected, coming from official varietal experiments carried out in northern and northwestern Poland. The linear model has been created based on multiple linear regression analysis (MLR), while the non-linear model has been built using artificial neural networks (ANN). The created models can predict the yield of very early potato varieties on 20th June. Agronomic, phytophenological, and meteorological data were used to prepare the models, and the correctness of their operation was verified on the basis of separate sets of data not participating in the construc-tion of the models. For the proper validation of the model, six forecast error metrics were used: i.e., global relative approximation error (RAE), root mean square error (RMS), mean absolute error (MAE), and mean absolute percentage error (MAPE). As a result of the conducted analyses, the forecast error results for most models did not exceed 15% of MAPE. The predictive neural model NY1 was characterized by better values of quality measures and ex post forecast errors than the regression model RY1. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Artificial neural networks; Crop yield prediction; Multiple linear regression; Very early potato",,Article,Scopus
"Mishra S., Mishra D., Mallick P.K., Santra G.H., Kumar S.","A novel borda count based feature ranking and feature fusion strategy to attain effective climatic features for rice yield prediction",2021,"Informatica (Slovenia)","10.31449/inf.v45i1.3258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104913783&doi=10.31449%2finf.v45i1.3258&partnerID=40&md5=4427574d9c4869fc6e86856781cd59fd","An attempt has been made in the agricultural field to predict the effect of climatic variability based on rice crop production and climatic features of three coastal regions of Odisha, a state of India. The novelty of this work is Borda Count based fusion strategy on the ranked features obtained from various ranking methodologies. Proposed prediction model works in three phases; in the first phase, three feature ranking approaches such as; Random Forest, Support Vector Regression-Recursive Feature Elimination (SVR-RFE) and F-Test are applied individually on the two datasets of three coastal areas and features are ranked as per the their algorithm. In the second phase; Borda Count as a fusion method has been implemented on those ranked features from the above phase to obtain top five best features. The multiquadratic activation function based Extreme Learning Machine (ELM) has been used to predict the rice crop yield using those ranked features obtained from fusion based raking strategy and the number of varying features are obtained which gives prediction accuracy above 99% in the third phase of experimentation. Finally, the statistical paired T-test has been used to evaluate and validate the significance of proposed fusion based ranking prediction model. This prediction model not only predicts the rice yield per hector but also able to obtain the significant or most affecting features during Rabi and Kharif seasons. From the observations made during experimentation, it has been found that; relative humidity is playing a vital role along with minimum and maximum temperature for rice crop yield during Rabi and Kharif seasons. © 2021 Slovene Society Informatika. All rights reserved.","Climatic variability; Extreme learning machine; Feature fusion; Feature ranking; Rice crop yield prediction","Agricultural robots; Coastal zones; Crops; Cultivation; Decision trees; Forecasting; Learning systems; Predictive analytics; Support vector regression; Activation functions; Agricultural fields; Climatic variability; Extreme learning machine; Maximum temperature; Prediction accuracy; Ranking methodologies; Recursive feature elimination; Learning to rank",Article,Scopus
"Wang X., Huang J., Feng Q., Yin D.","Winter wheat yield prediction at county level and uncertainty analysis in main wheat-producing regions of China with deep learning approaches",2020,"Remote Sensing","10.3390/rs12111744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096600639&doi=10.3390%2frs12111744&partnerID=40&md5=3f768df342e8859df0e7541b6238f2ff","Timely and accurate forecasting of crop yields is crucial to food security and sustainable development in the agricultural sector. However, winter wheat yield estimation and forecasting on a regional scale still remains challenging. In this study, we established a two-branch deep learning model to predict winter wheat yield in the main producing regions of China at the county level. The first branch of the model was constructed based on the Long Short-Term Memory (LSTM) networks with inputs from meteorological and remote sensing data. Another branch was constructed using Convolution Neural Networks (CNN) to model static soil features. The model was then trained using the detrended statistical yield data during 1982 to 2015 and evaluated by leave-one-year-out-validation. The evaluation results showed a promising performance of the model with the overall R2 and RMSE of 0.77 and 721 kg/ha, respectively. We further conducted yield prediction and uncertainty analysis based on the two-branch model and obtained the forecast accuracy in one month prior to harvest of 0.75 and 732 kg/ha. Results also showed that while yield detrending could potentially introduce higher uncertainty, it had the advantage of improving the model performance in yield prediction. © 2020 by the authors.","Crop yield prediction; Deep learning; Remote sensing; Uncertainty; Winterwheat; Yield detrending","Crops; Food supply; Forecasting; Long short-term memory; Uncertainty analysis; Crop yield; Crop yield prediction; Deep learning; Detrending; Remote-sensing; Uncertainty; Winter wheat yields; Winterwheat; Yield detrending; Yield prediction; Remote sensing",Article,Scopus
"Gafurov A.M., Yermolayev O.P.","Automatic Gully Detection: Neural Networks and Computer Vision",2020,"Remote Sensing","10.3390/rs12111743","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086450515&doi=10.3390%2frs12111743&partnerID=40&md5=65f09937502d541b675a3d4e7c149565","Timely and accurate forecasting of crop yields is crucial to food security and sustainable development in the agricultural sector. However, winter wheat yield estimation and forecasting on a regional scale still remains challenging. In this study, we established a two-branch deep learning model to predict winter wheat yield in the main producing regions of China at the county level. The first branch of the model was constructed based on the Long Short-Term Memory (LSTM) networks with inputs from meteorological and remote sensing data. Another branch was constructed using Convolution Neural Networks (CNN) to model static soil features. The model was then trained using the detrended statistical yield data during 1982 to 2015 and evaluated by leave-one-year-out-validation. The evaluation results showed a promising performance of the model with the overall R2 and RMSE of 0.77 and 721 kg/ha, respectively. We further conducted yield prediction and uncertainty analysis based on the two-branch model and obtained the forecast accuracy in one month prior to harvest of 0.75 and 732 kg/ha. Results also showed that while yield detrending could potentially introduce higher uncertainty, it had the advantage of improving the model performance in yield prediction. © 2020 by the authors.","Crop yield prediction; Deep learning; Remote sensing; Uncertainty; Winterwheat; Yield detrending","Agricultural robots; Crops; Food supply; Forecasting; Long short-term memory; Remote sensing; Uncertainty analysis; Agricultural sector; Convolution neural network; Evaluation results; Forecast accuracy; Learning approach; Model performance; Remote sensing data; Winter wheat yields; Deep learning",Article,Scopus
